,logical_operation,text,text_index,lo_index
28649,"('s3', 's9', 's6', 's4')",s6,28649,2
28650,"('s3', 's9', 's6', 's4')",s4,28650,3
28651,"('s0', 's0', 's8', 's3')",s0,28651,0
28652,"('s0', 's0', 's8', 's3')",s0,28652,1
28653,"('s0', 's0', 's8', 's3')",s8,28653,2
28654,"('s0', 's0', 's8', 's3')",s3,28654,3
28655,"('s2', 's8', 's5')",s2,28655,0
28656,"('s2', 's8', 's5')",s8,28656,1
28657,"('s2', 's8', 's5')",s5,28657,2
28658,"('s2', 's8', 's5')",s2,28658,0
28659,"('s2', 's8', 's5')",s8,28659,1
28660,"('s2', 's8', 's5')",s5,28660,2
28661,"('s2', 's8', 's5')",s2,28661,0
28662,"('s2', 's8', 's5')",s8,28662,1
28663,"('s2', 's8', 's5')",s5,28663,2
28664,"('s5', 's7', 's4', 's9', 's8')",s5,28664,0
28665,"('s5', 's7', 's4', 's9', 's8')",s7,28665,1
28666,"('s5', 's7', 's4', 's9', 's8')",s4,28666,2
28667,"('s5', 's7', 's4', 's9', 's8')",s9,28667,3
28668,"('s5', 's7', 's4', 's9', 's8')",s8,28668,4
28669,"('s0', 's0', 's8', 's3')",s0,28669,0
28670,"('s0', 's0', 's8', 's3')",s0,28670,1
28671,"('s0', 's0', 's8', 's3')",s8,28671,2
28672,"('s0', 's0', 's8', 's3')",s3,28672,3
28673,"('s2', 's8', 's5')",s2,28673,0
28674,"('s2', 's8', 's5')",s8,28674,1
28675,"('s2', 's8', 's5')",s5,28675,2
28676,"('s7', 's3', 's4', 's1')",s7,28676,0
28677,"('s7', 's3', 's4', 's1')",s3,28677,1
28678,"('s7', 's3', 's4', 's1')",s4,28678,2
28679,"('s7', 's3', 's4', 's1')",s1,28679,3
28680,"('s3', 's9', 's6', 's4')",s3,28680,0
28681,"('s3', 's9', 's6', 's4')",s9,28681,1
28682,"('s3', 's9', 's6', 's4')",s6,28682,2
28683,"('s3', 's9', 's6', 's4')",s4,28683,3
28684,"('s7', 's3', 's4', 's1')",s7,28684,0
28685,"('s7', 's3', 's4', 's1')",s3,28685,1
28686,"('s7', 's3', 's4', 's1')",s4,28686,2
28687,"('s7', 's3', 's4', 's1')",s1,28687,3
28688,"('s5', 's7', 's4', 's9', 's8')",s5,28688,0
28689,"('s5', 's7', 's4', 's9', 's8')",s7,28689,1
28690,"('s5', 's7', 's4', 's9', 's8')",s4,28690,2
28691,"('s5', 's7', 's4', 's9', 's8')",s9,28691,3
28692,"('s5', 's7', 's4', 's9', 's8')",s8,28692,4
28693,"('s5', 's7', 's4', 's9', 's8')",s5,28693,0
28694,"('s5', 's7', 's4', 's9', 's8')",s7,28694,1
28695,"('s5', 's7', 's4', 's9', 's8')",s4,28695,2
28696,"('s5', 's7', 's4', 's9', 's8')",s9,28696,3
28697,"('s5', 's7', 's4', 's9', 's8')",s8,28697,4
28698,"('s5', 's7', 's4', 's9', 's8')",s5,28698,0
28699,"('s5', 's7', 's4', 's9', 's8')",s7,28699,1
28700,"('s5', 's7', 's4', 's9', 's8')",s4,28700,2
28701,"('s5', 's7', 's4', 's9', 's8')",s9,28701,3
28702,"('s5', 's7', 's4', 's9', 's8')",s8,28702,4
28703,"('s0', 's0', 's8', 's3')",s0,28703,0
28704,"('s0', 's0', 's8', 's3')",s0,28704,1
28705,"('s0', 's0', 's8', 's3')",s8,28705,2
28706,"('s0', 's0', 's8', 's3')",s3,28706,3
28707,"('s5', 's7', 's4', 's9', 's8')",s5,28707,0
28708,"('s5', 's7', 's4', 's9', 's8')",s7,28708,1
28709,"('s5', 's7', 's4', 's9', 's8')",s4,28709,2
28710,"('s5', 's7', 's4', 's9', 's8')",s9,28710,3
28711,"('s5', 's7', 's4', 's9', 's8')",s8,28711,4
28712,"('s3', 's9', 's6', 's4')",s3,28712,0
28713,"('s3', 's9', 's6', 's4')",s9,28713,1
28714,"('s3', 's9', 's6', 's4')",s6,28714,2
28715,"('s3', 's9', 's6', 's4')",s4,28715,3
28716,"('s0', 's0', 's8', 's3')",s0,28716,0
28717,"('s0', 's0', 's8', 's3')",s0,28717,1
28718,"('s0', 's0', 's8', 's3')",s8,28718,2
28719,"('s0', 's0', 's8', 's3')",s3,28719,3
28720,"('s0', 's0', 's8', 's3')",s0,28720,0
28721,"('s0', 's0', 's8', 's3')",s0,28721,1
28722,"('s0', 's0', 's8', 's3')",s8,28722,2
28723,"('s0', 's0', 's8', 's3')",s3,28723,3
28724,"('s2', 's8', 's5')",s2,28724,0
28725,"('s2', 's8', 's5')",s8,28725,1
28726,"('s2', 's8', 's5')",s5,28726,2
28727,"('s0', 's0', 's8', 's3')",s0,28727,0
28728,"('s0', 's0', 's8', 's3')",s0,28728,1
28729,"('s0', 's0', 's8', 's3')",s8,28729,2
28730,"('s0', 's0', 's8', 's3')",s3,28730,3
28731,"('s2', 's8', 's5')",s2,28731,0
28732,"('s2', 's8', 's5')",s8,28732,1
28733,"('s2', 's8', 's5')",s5,28733,2
28734,"('s0', 's0', 's8', 's3')",s0,28734,0
28735,"('s0', 's0', 's8', 's3')",s0,28735,1
28736,"('s0', 's0', 's8', 's3')",s8,28736,2
28737,"('s0', 's0', 's8', 's3')",s3,28737,3
28738,"('s5', 's7', 's4', 's9', 's8')",s5,28738,0
28739,"('s5', 's7', 's4', 's9', 's8')",s7,28739,1
28740,"('s5', 's7', 's4', 's9', 's8')",s4,28740,2
28741,"('s5', 's7', 's4', 's9', 's8')",s9,28741,3
28742,"('s5', 's7', 's4', 's9', 's8')",s8,28742,4
28743,"('s0', 's0', 's8', 's3')",s0,28743,0
28744,"('s0', 's0', 's8', 's3')",s0,28744,1
28745,"('s0', 's0', 's8', 's3')",s8,28745,2
28746,"('s0', 's0', 's8', 's3')",s3,28746,3
28747,"('s5', 's7', 's4', 's9', 's8')",s5,28747,0
28748,"('s5', 's7', 's4', 's9', 's8')",s7,28748,1
28749,"('s5', 's7', 's4', 's9', 's8')",s4,28749,2
28750,"('s5', 's7', 's4', 's9', 's8')",s9,28750,3
28751,"('s5', 's7', 's4', 's9', 's8')",s8,28751,4
28752,"('s2', 's8', 's5')",s2,28752,0
28753,"('s2', 's8', 's5')",s8,28753,1
28754,"('s2', 's8', 's5')",s5,28754,2
28755,"('s3', 's9', 's6', 's4')",s3,28755,0
28756,"('s3', 's9', 's6', 's4')",s9,28756,1
28757,"('s3', 's9', 's6', 's4')",s6,28757,2
28758,"('s3', 's9', 's6', 's4')",s4,28758,3
28759,"('s3', 's9', 's6', 's4')",s3,28759,0
28760,"('s3', 's9', 's6', 's4')",s9,28760,1
28761,"('s3', 's9', 's6', 's4')",s6,28761,2
28762,"('s3', 's9', 's6', 's4')",s4,28762,3
28763,"('s3', 's9', 's6', 's4')",s3,28763,0
28764,"('s3', 's9', 's6', 's4')",s9,28764,1
28765,"('s3', 's9', 's6', 's4')",s6,28765,2
28766,"('s3', 's9', 's6', 's4')",s4,28766,3
28767,"('s5', 's7', 's4', 's9', 's8')",s5,28767,0
28768,"('s5', 's7', 's4', 's9', 's8')",s7,28768,1
28769,"('s5', 's7', 's4', 's9', 's8')",s4,28769,2
28770,"('s5', 's7', 's4', 's9', 's8')",s9,28770,3
28771,"('s5', 's7', 's4', 's9', 's8')",s8,28771,4
28772,"('s2', 's8', 's5')",s2,28772,0
28773,"('s2', 's8', 's5')",s8,28773,1
28774,"('s2', 's8', 's5')",s5,28774,2
28775,"('s0', 's0', 's8', 's3')",s0,28775,0
28776,"('s0', 's0', 's8', 's3')",s0,28776,1
28777,"('s0', 's0', 's8', 's3')",s8,28777,2
28778,"('s0', 's0', 's8', 's3')",s3,28778,3
28779,"('s0', 's0', 's8', 's3')",s0,28779,0
28780,"('s0', 's0', 's8', 's3')",s0,28780,1
28781,"('s0', 's0', 's8', 's3')",s8,28781,2
28782,"('s0', 's0', 's8', 's3')",s3,28782,3
28783,"('s3', 's9', 's6', 's4')",s3,28783,0
28784,"('s3', 's9', 's6', 's4')",s9,28784,1
28785,"('s3', 's9', 's6', 's4')",s6,28785,2
28786,"('s3', 's9', 's6', 's4')",s4,28786,3
28787,"('s3', 's9', 's6', 's4')",s3,28787,0
28788,"('s3', 's9', 's6', 's4')",s9,28788,1
28789,"('s3', 's9', 's6', 's4')",s6,28789,2
28790,"('s3', 's9', 's6', 's4')",s4,28790,3
28791,"('s5', 's7', 's4', 's9', 's8')",s5,28791,0
28792,"('s5', 's7', 's4', 's9', 's8')",s7,28792,1
28793,"('s5', 's7', 's4', 's9', 's8')",s4,28793,2
28794,"('s5', 's7', 's4', 's9', 's8')",s9,28794,3
28795,"('s5', 's7', 's4', 's9', 's8')",s8,28795,4
28796,"('s3', 's9', 's6', 's4')",s3,28796,0
28797,"('s3', 's9', 's6', 's4')",s9,28797,1
28798,"('s3', 's9', 's6', 's4')",s6,28798,2
28799,"('s3', 's9', 's6', 's4')",s4,28799,3
28800,"('s0', 's0', 's8', 's3')",s0,28800,0
28801,"('s0', 's0', 's8', 's3')",s0,28801,1
28802,"('s0', 's0', 's8', 's3')",s8,28802,2
28803,"('s0', 's0', 's8', 's3')",s3,28803,3
28804,"('s2', 's8', 's5')",s2,28804,0
28805,"('s2', 's8', 's5')",s8,28805,1
28806,"('s2', 's8', 's5')",s5,28806,2
28807,"('s0', 's0', 's8', 's3')",s0,28807,0
28808,"('s0', 's0', 's8', 's3')",s0,28808,1
28809,"('s0', 's0', 's8', 's3')",s8,28809,2
28810,"('s0', 's0', 's8', 's3')",s3,28810,3
28811,"('s5', 's7', 's4', 's9', 's8')",s5,28811,0
28812,"('s5', 's7', 's4', 's9', 's8')",s7,28812,1
28813,"('s5', 's7', 's4', 's9', 's8')",s4,28813,2
28814,"('s5', 's7', 's4', 's9', 's8')",s9,28814,3
28815,"('s5', 's7', 's4', 's9', 's8')",s8,28815,4
28816,"('s3', 's9', 's6', 's4')",s3,28816,0
28817,"('s3', 's9', 's6', 's4')",s9,28817,1
28818,"('s3', 's9', 's6', 's4')",s6,28818,2
28819,"('s3', 's9', 's6', 's4')",s4,28819,3
28820,"('s7', 's3', 's4', 's1')",s7,28820,0
28821,"('s7', 's3', 's4', 's1')",s3,28821,1
28822,"('s7', 's3', 's4', 's1')",s4,28822,2
28823,"('s7', 's3', 's4', 's1')",s1,28823,3
28824,"('s2', 's8', 's5')",s2,28824,0
28825,"('s2', 's8', 's5')",s8,28825,1
28826,"('s2', 's8', 's5')",s5,28826,2
28827,"('s0', 's0', 's8', 's3')",s0,28827,0
28828,"('s0', 's0', 's8', 's3')",s0,28828,1
28829,"('s0', 's0', 's8', 's3')",s8,28829,2
28830,"('s0', 's0', 's8', 's3')",s3,28830,3
28831,"('s0', 's0', 's8', 's3')",s0,28831,0
28832,"('s0', 's0', 's8', 's3')",s0,28832,1
28833,"('s0', 's0', 's8', 's3')",s8,28833,2
28834,"('s0', 's0', 's8', 's3')",s3,28834,3
28835,"('s7', 's3', 's4', 's1')",s7,28835,0
28836,"('s7', 's3', 's4', 's1')",s3,28836,1
28837,"('s7', 's3', 's4', 's1')",s4,28837,2
28838,"('s7', 's3', 's4', 's1')",s1,28838,3
28839,"('s3', 's9', 's6', 's4')",s3,28839,0
28840,"('s3', 's9', 's6', 's4')",s9,28840,1
28841,"('s3', 's9', 's6', 's4')",s6,28841,2
28842,"('s3', 's9', 's6', 's4')",s4,28842,3
28843,"('s2', 's8', 's5')",s2,28843,0
28844,"('s2', 's8', 's5')",s8,28844,1
28845,"('s2', 's8', 's5')",s5,28845,2
28846,"('s0', 's0', 's8', 's3')",s0,28846,0
28847,"('s0', 's0', 's8', 's3')",s0,28847,1
28848,"('s0', 's0', 's8', 's3')",s8,28848,2
28849,"('s0', 's0', 's8', 's3')",s3,28849,3
28850,"('s0', 's0', 's8', 's3')",s0,28850,0
28851,"('s0', 's0', 's8', 's3')",s0,28851,1
28852,"('s0', 's0', 's8', 's3')",s8,28852,2
28853,"('s0', 's0', 's8', 's3')",s3,28853,3
28854,"('s3', 's9', 's6', 's4')",s3,28854,0
28855,"('s3', 's9', 's6', 's4')",s9,28855,1
28856,"('s3', 's9', 's6', 's4')",s6,28856,2
28857,"('s3', 's9', 's6', 's4')",s4,28857,3
28858,"('s5', 's7', 's4', 's9', 's8')",s5,28858,0
28859,"('s5', 's7', 's4', 's9', 's8')",s7,28859,1
28860,"('s5', 's7', 's4', 's9', 's8')",s4,28860,2
28861,"('s5', 's7', 's4', 's9', 's8')",s9,28861,3
28862,"('s5', 's7', 's4', 's9', 's8')",s8,28862,4
28863,"('s7', 's3', 's4', 's1')",s7,28863,0
28864,"('s7', 's3', 's4', 's1')",s3,28864,1
28865,"('s7', 's3', 's4', 's1')",s4,28865,2
28866,"('s7', 's3', 's4', 's1')",s1,28866,3
28867,"('s0', 's0', 's8', 's3')",s0,28867,0
28868,"('s0', 's0', 's8', 's3')",s0,28868,1
28869,"('s0', 's0', 's8', 's3')",s8,28869,2
28870,"('s0', 's0', 's8', 's3')",s3,28870,3
28871,"('s3', 's9', 's6', 's4')",s3,28871,0
28872,"('s3', 's9', 's6', 's4')",s9,28872,1
28873,"('s3', 's9', 's6', 's4')",s6,28873,2
28874,"('s3', 's9', 's6', 's4')",s4,28874,3
28875,"('s2', 's8', 's5')",s2,28875,0
28876,"('s2', 's8', 's5')",s8,28876,1
28877,"('s2', 's8', 's5')",s5,28877,2
28878,"('s3', 's9', 's6', 's4')",s3,28878,0
28879,"('s3', 's9', 's6', 's4')",s9,28879,1
28880,"('s3', 's9', 's6', 's4')",s6,28880,2
28881,"('s3', 's9', 's6', 's4')",s4,28881,3
28882,"('s2', 's8', 's5')",s2,28882,0
28883,"('s2', 's8', 's5')",s8,28883,1
28884,"('s2', 's8', 's5')",s5,28884,2
28885,"('s7', 's3', 's4', 's1')",s7,28885,0
28886,"('s7', 's3', 's4', 's1')",s3,28886,1
28887,"('s7', 's3', 's4', 's1')",s4,28887,2
28888,"('s7', 's3', 's4', 's1')",s1,28888,3
28889,"('s0', 's0', 's8', 's3')",s0,28889,0
28890,"('s0', 's0', 's8', 's3')",s0,28890,1
28891,"('s0', 's0', 's8', 's3')",s8,28891,2
28892,"('s0', 's0', 's8', 's3')",s3,28892,3
28893,"('s2', 's8', 's5')",s2,28893,0
28894,"('s2', 's8', 's5')",s8,28894,1
28895,"('s2', 's8', 's5')",s5,28895,2
28896,"('s7', 's3', 's4', 's1')",s7,28896,0
28897,"('s7', 's3', 's4', 's1')",s3,28897,1
28898,"('s7', 's3', 's4', 's1')",s4,28898,2
28899,"('s7', 's3', 's4', 's1')",s1,28899,3
28900,"('s3', 's9', 's6', 's4')",s3,28900,0
28901,"('s3', 's9', 's6', 's4')",s9,28901,1
28902,"('s3', 's9', 's6', 's4')",s6,28902,2
28903,"('s3', 's9', 's6', 's4')",s4,28903,3
28904,"('s7', 's3', 's4', 's1')",s7,28904,0
28905,"('s7', 's3', 's4', 's1')",s3,28905,1
28906,"('s7', 's3', 's4', 's1')",s4,28906,2
28907,"('s7', 's3', 's4', 's1')",s1,28907,3
28908,"('s0', 's0', 's8', 's3')",s0,28908,0
28909,"('s0', 's0', 's8', 's3')",s0,28909,1
28910,"('s0', 's0', 's8', 's3')",s8,28910,2
28911,"('s0', 's0', 's8', 's3')",s3,28911,3
28912,"('s0', 's0', 's8', 's3')",s0,28912,0
28913,"('s0', 's0', 's8', 's3')",s0,28913,1
28914,"('s0', 's0', 's8', 's3')",s8,28914,2
28915,"('s0', 's0', 's8', 's3')",s3,28915,3
28916,"('s3', 's9', 's6', 's4')",s3,28916,0
28917,"('s3', 's9', 's6', 's4')",s9,28917,1
28918,"('s3', 's9', 's6', 's4')",s6,28918,2
28919,"('s3', 's9', 's6', 's4')",s4,28919,3
28920,"('s5', 's7', 's4', 's9', 's8')",s5,28920,0
28921,"('s5', 's7', 's4', 's9', 's8')",s7,28921,1
28922,"('s5', 's7', 's4', 's9', 's8')",s4,28922,2
28923,"('s5', 's7', 's4', 's9', 's8')",s9,28923,3
28924,"('s5', 's7', 's4', 's9', 's8')",s8,28924,4
28925,"('s5', 's7', 's4', 's9', 's8')",s5,28925,0
28926,"('s5', 's7', 's4', 's9', 's8')",s7,28926,1
28927,"('s5', 's7', 's4', 's9', 's8')",s4,28927,2
28928,"('s5', 's7', 's4', 's9', 's8')",s9,28928,3
28929,"('s5', 's7', 's4', 's9', 's8')",s8,28929,4
28930,"('s7', 's3', 's4', 's1')",s7,28930,0
28931,"('s7', 's3', 's4', 's1')",s3,28931,1
28932,"('s7', 's3', 's4', 's1')",s4,28932,2
28933,"('s7', 's3', 's4', 's1')",s1,28933,3
28934,"('s5', 's7', 's4', 's9', 's8')",s5,28934,0
28935,"('s5', 's7', 's4', 's9', 's8')",s7,28935,1
28936,"('s5', 's7', 's4', 's9', 's8')",s4,28936,2
28937,"('s5', 's7', 's4', 's9', 's8')",s9,28937,3
28938,"('s5', 's7', 's4', 's9', 's8')",s8,28938,4
28939,"('s5', 's7', 's4', 's9', 's8')",s5,28939,0
28940,"('s5', 's7', 's4', 's9', 's8')",s7,28940,1
28941,"('s5', 's7', 's4', 's9', 's8')",s4,28941,2
28942,"('s5', 's7', 's4', 's9', 's8')",s9,28942,3
28943,"('s5', 's7', 's4', 's9', 's8')",s8,28943,4
28944,"('s5', 's7', 's4', 's9', 's8')",s5,28944,0
28945,"('s5', 's7', 's4', 's9', 's8')",s7,28945,1
28946,"('s5', 's7', 's4', 's9', 's8')",s4,28946,2
28947,"('s5', 's7', 's4', 's9', 's8')",s9,28947,3
28948,"('s5', 's7', 's4', 's9', 's8')",s8,28948,4
28949,"('s5', 's7', 's4', 's9', 's8')",s5,28949,0
28950,"('s5', 's7', 's4', 's9', 's8')",s7,28950,1
28951,"('s5', 's7', 's4', 's9', 's8')",s4,28951,2
28952,"('s5', 's7', 's4', 's9', 's8')",s9,28952,3
28953,"('s5', 's7', 's4', 's9', 's8')",s8,28953,4
28954,"('s7', 's3', 's4', 's1')",s7,28954,0
28955,"('s7', 's3', 's4', 's1')",s3,28955,1
28956,"('s7', 's3', 's4', 's1')",s4,28956,2
28957,"('s7', 's3', 's4', 's1')",s1,28957,3
28958,"('s0', 's0', 's8', 's3')",s0,28958,0
28959,"('s0', 's0', 's8', 's3')",s0,28959,1
28960,"('s0', 's0', 's8', 's3')",s8,28960,2
28961,"('s0', 's0', 's8', 's3')",s3,28961,3
28962,"('s3', 's9', 's6', 's4')",s3,28962,0
28963,"('s3', 's9', 's6', 's4')",s9,28963,1
28964,"('s3', 's9', 's6', 's4')",s6,28964,2
28965,"('s3', 's9', 's6', 's4')",s4,28965,3
28966,"('s2', 's8', 's5')",s2,28966,0
28967,"('s2', 's8', 's5')",s8,28967,1
28968,"('s2', 's8', 's5')",s5,28968,2
28969,"('s2', 's8', 's5')",s2,28969,0
28970,"('s2', 's8', 's5')",s8,28970,1
28971,"('s2', 's8', 's5')",s5,28971,2
28972,"('s3', 's9', 's6', 's4')",s3,28972,0
28973,"('s3', 's9', 's6', 's4')",s9,28973,1
28974,"('s3', 's9', 's6', 's4')",s6,28974,2
28975,"('s3', 's9', 's6', 's4')",s4,28975,3
28976,"('s5', 's7', 's4', 's9', 's8')",s5,28976,0
28977,"('s5', 's7', 's4', 's9', 's8')",s7,28977,1
28978,"('s5', 's7', 's4', 's9', 's8')",s4,28978,2
28979,"('s5', 's7', 's4', 's9', 's8')",s9,28979,3
28980,"('s5', 's7', 's4', 's9', 's8')",s8,28980,4
28981,"('s3', 's9', 's6', 's4')",s3,28981,0
28982,"('s3', 's9', 's6', 's4')",s9,28982,1
28983,"('s3', 's9', 's6', 's4')",s6,28983,2
28984,"('s3', 's9', 's6', 's4')",s4,28984,3
28985,"('s3', 's9', 's6', 's4')",s3,28985,0
28986,"('s3', 's9', 's6', 's4')",s9,28986,1
28987,"('s3', 's9', 's6', 's4')",s6,28987,2
28988,"('s3', 's9', 's6', 's4')",s4,28988,3
28989,"('s7', 's3', 's4', 's1')",s7,28989,0
28990,"('s7', 's3', 's4', 's1')",s3,28990,1
28991,"('s7', 's3', 's4', 's1')",s4,28991,2
28992,"('s7', 's3', 's4', 's1')",s1,28992,3
28993,"('s3', 's9', 's6', 's4')",s3,28993,0
28994,"('s3', 's9', 's6', 's4')",s9,28994,1
28995,"('s3', 's9', 's6', 's4')",s6,28995,2
28996,"('s3', 's9', 's6', 's4')",s4,28996,3
28997,"('s5', 's7', 's4', 's9', 's8')",s5,28997,0
28998,"('s5', 's7', 's4', 's9', 's8')",s7,28998,1
28999,"('s5', 's7', 's4', 's9', 's8')",s4,28999,2
29000,"('s5', 's7', 's4', 's9', 's8')",s9,29000,3
29001,"('s5', 's7', 's4', 's9', 's8')",s8,29001,4
29002,"('s0', 's0', 's8', 's3')",s0,29002,0
29003,"('s0', 's0', 's8', 's3')",s0,29003,1
29004,"('s0', 's0', 's8', 's3')",s8,29004,2
29005,"('s0', 's0', 's8', 's3')",s3,29005,3
29006,"('s3', 's9', 's6', 's4')",s3,29006,0
29007,"('s3', 's9', 's6', 's4')",s9,29007,1
29008,"('s3', 's9', 's6', 's4')",s6,29008,2
29009,"('s3', 's9', 's6', 's4')",s4,29009,3
29010,"('s3', 's9', 's6', 's4')",s3,29010,0
29011,"('s3', 's9', 's6', 's4')",s9,29011,1
29012,"('s3', 's9', 's6', 's4')",s6,29012,2
29013,"('s3', 's9', 's6', 's4')",s4,29013,3
29014,"('s3', 's9', 's6', 's4')",s3,29014,0
29015,"('s3', 's9', 's6', 's4')",s9,29015,1
29016,"('s3', 's9', 's6', 's4')",s6,29016,2
29017,"('s3', 's9', 's6', 's4')",s4,29017,3
29018,"('s5', 's7', 's4', 's9', 's8')",s5,29018,0
29019,"('s5', 's7', 's4', 's9', 's8')",s7,29019,1
29020,"('s5', 's7', 's4', 's9', 's8')",s4,29020,2
29021,"('s5', 's7', 's4', 's9', 's8')",s9,29021,3
29022,"('s5', 's7', 's4', 's9', 's8')",s8,29022,4
29023,"('s3', 's9', 's6', 's4')",s3,29023,0
29024,"('s3', 's9', 's6', 's4')",s9,29024,1
29025,"('s3', 's9', 's6', 's4')",s6,29025,2
29026,"('s3', 's9', 's6', 's4')",s4,29026,3
29027,"('s7', 's3', 's4', 's1')",s7,29027,0
29028,"('s7', 's3', 's4', 's1')",s3,29028,1
29029,"('s7', 's3', 's4', 's1')",s4,29029,2
29030,"('s7', 's3', 's4', 's1')",s1,29030,3
29031,"('s7', 's3', 's4', 's1')",s7,29031,0
29032,"('s7', 's3', 's4', 's1')",s3,29032,1
29033,"('s7', 's3', 's4', 's1')",s4,29033,2
29034,"('s7', 's3', 's4', 's1')",s1,29034,3
29035,"('s5', 's7', 's4', 's9', 's8')",s5,29035,0
29036,"('s5', 's7', 's4', 's9', 's8')",s7,29036,1
29037,"('s5', 's7', 's4', 's9', 's8')",s4,29037,2
29038,"('s5', 's7', 's4', 's9', 's8')",s9,29038,3
29039,"('s5', 's7', 's4', 's9', 's8')",s8,29039,4
29040,"('s7', 's3', 's4', 's1')",s7,29040,0
29041,"('s7', 's3', 's4', 's1')",s3,29041,1
29042,"('s7', 's3', 's4', 's1')",s4,29042,2
29043,"('s7', 's3', 's4', 's1')",s1,29043,3
29044,"('s5', 's7', 's4', 's9', 's8')",s5,29044,0
29045,"('s5', 's7', 's4', 's9', 's8')",s7,29045,1
29046,"('s5', 's7', 's4', 's9', 's8')",s4,29046,2
29047,"('s5', 's7', 's4', 's9', 's8')",s9,29047,3
29048,"('s5', 's7', 's4', 's9', 's8')",s8,29048,4
29049,"('s5', 's7', 's4', 's9', 's8')",s5,29049,0
29050,"('s5', 's7', 's4', 's9', 's8')",s7,29050,1
29051,"('s5', 's7', 's4', 's9', 's8')",s4,29051,2
29052,"('s5', 's7', 's4', 's9', 's8')",s9,29052,3
29053,"('s5', 's7', 's4', 's9', 's8')",s8,29053,4
29054,"('s0', 's0', 's8', 's3')",s0,29054,0
29055,"('s0', 's0', 's8', 's3')",s0,29055,1
29056,"('s0', 's0', 's8', 's3')",s8,29056,2
29057,"('s0', 's0', 's8', 's3')",s3,29057,3
29058,"('s3', 's9', 's6', 's4')",s3,29058,0
29059,"('s3', 's9', 's6', 's4')",s9,29059,1
29060,"('s3', 's9', 's6', 's4')",s6,29060,2
29061,"('s3', 's9', 's6', 's4')",s4,29061,3
29062,"('s3', 's9', 's6', 's4')",s3,29062,0
29063,"('s3', 's9', 's6', 's4')",s9,29063,1
29064,"('s3', 's9', 's6', 's4')",s6,29064,2
29065,"('s3', 's9', 's6', 's4')",s4,29065,3
29066,"('s0', 's0', 's8', 's3')",s0,29066,0
29067,"('s0', 's0', 's8', 's3')",s0,29067,1
29068,"('s0', 's0', 's8', 's3')",s8,29068,2
29069,"('s0', 's0', 's8', 's3')",s3,29069,3
29070,"('s7', 's3', 's4', 's1')",s7,29070,0
29071,"('s7', 's3', 's4', 's1')",s3,29071,1
29072,"('s7', 's3', 's4', 's1')",s4,29072,2
29073,"('s7', 's3', 's4', 's1')",s1,29073,3
29074,"('s7', 's3', 's4', 's1')",s7,29074,0
29075,"('s7', 's3', 's4', 's1')",s3,29075,1
29076,"('s7', 's3', 's4', 's1')",s4,29076,2
29077,"('s7', 's3', 's4', 's1')",s1,29077,3
29078,"('s0', 's0', 's8', 's3')",s0,29078,0
29079,"('s0', 's0', 's8', 's3')",s0,29079,1
29080,"('s0', 's0', 's8', 's3')",s8,29080,2
29081,"('s0', 's0', 's8', 's3')",s3,29081,3
29082,"('s0', 's0', 's8', 's3')",s0,29082,0
29083,"('s0', 's0', 's8', 's3')",s0,29083,1
29084,"('s0', 's0', 's8', 's3')",s8,29084,2
29085,"('s0', 's0', 's8', 's3')",s3,29085,3
29086,"('s0', 's0', 's8', 's3')",s0,29086,0
29087,"('s0', 's0', 's8', 's3')",s0,29087,1
29088,"('s0', 's0', 's8', 's3')",s8,29088,2
29089,"('s0', 's0', 's8', 's3')",s3,29089,3
29090,"('s7', 's3', 's4', 's1')",s7,29090,0
29091,"('s7', 's3', 's4', 's1')",s3,29091,1
29092,"('s7', 's3', 's4', 's1')",s4,29092,2
29093,"('s7', 's3', 's4', 's1')",s1,29093,3
29094,"('s2', 's8', 's5')",s2,29094,0
29095,"('s2', 's8', 's5')",s8,29095,1
29096,"('s2', 's8', 's5')",s5,29096,2
29097,"('s5', 's7', 's4', 's9', 's8')",s5,29097,0
29098,"('s5', 's7', 's4', 's9', 's8')",s7,29098,1
29099,"('s5', 's7', 's4', 's9', 's8')",s4,29099,2
29100,"('s5', 's7', 's4', 's9', 's8')",s9,29100,3
29101,"('s5', 's7', 's4', 's9', 's8')",s8,29101,4
29102,"('s2', 's8', 's5')",s2,29102,0
29103,"('s2', 's8', 's5')",s8,29103,1
29104,"('s2', 's8', 's5')",s5,29104,2
29105,"('s3', 's9', 's6', 's4')",s3,29105,0
29106,"('s3', 's9', 's6', 's4')",s9,29106,1
29107,"('s3', 's9', 's6', 's4')",s6,29107,2
29108,"('s3', 's9', 's6', 's4')",s4,29108,3
29109,"('s0', 's0', 's8', 's3')",s0,29109,0
29110,"('s0', 's0', 's8', 's3')",s0,29110,1
29111,"('s0', 's0', 's8', 's3')",s8,29111,2
29112,"('s0', 's0', 's8', 's3')",s3,29112,3
29113,"('s7', 's3', 's4', 's1')",s7,29113,0
29114,"('s7', 's3', 's4', 's1')",s3,29114,1
29115,"('s7', 's3', 's4', 's1')",s4,29115,2
29116,"('s7', 's3', 's4', 's1')",s1,29116,3
29117,"('s0', 's0', 's8', 's3')",s0,29117,0
29118,"('s0', 's0', 's8', 's3')",s0,29118,1
29119,"('s0', 's0', 's8', 's3')",s8,29119,2
29120,"('s0', 's0', 's8', 's3')",s3,29120,3
